entity_type,entity_id,canonical,surface,normalized,language,variant,source,catalog_count,active,ambiguity_count,metadata_json
unit,atm,atm,atm,atm,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""атм"",""base_unit"":""pa"",""factor_to_base"":101325.0,""requires_adjacent_number"":true}"
unit,atm,atm,атм,атм,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""атм"",""base_unit"":""pa"",""factor_to_base"":101325.0,""requires_adjacent_number"":true}"
unit,atm,atm,атмосфера,атмосфера,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""атм"",""base_unit"":""pa"",""factor_to_base"":101325.0,""requires_adjacent_number"":true}"
unit,atm,atm,атмосферы,атмосфера,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""атм"",""base_unit"":""pa"",""factor_to_base"":101325.0,""requires_adjacent_number"":true}"
unit,mmhg,mmhg,mmhg,mmhg,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""мм рт. ст."",""base_unit"":""pa"",""factor_to_base"":133.322387415,""requires_adjacent_number"":true}"
unit,mmhg,mmhg,мм рт ст,мм рт ст,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""мм рт. ст."",""base_unit"":""pa"",""factor_to_base"":133.322387415,""requires_adjacent_number"":true}"
unit,mmhg,mmhg,мм рт. ст.,мм рт. ст.,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pressure"",""preferred"":""мм рт. ст."",""base_unit"":""pa"",""factor_to_base"":133.322387415,""requires_adjacent_number"":true}"
unit,lpm,lpm,l/min,l/min,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""л/мин"",""base_unit"":""lpm"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,lpm,lpm,lpm,lpm,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""л/мин"",""base_unit"":""lpm"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,lpm,lpm,л/мин,л/мин,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""л/мин"",""base_unit"":""lpm"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,lpm,lpm,литр в минуту,литр в минута,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""л/мин"",""base_unit"":""lpm"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,lpm,lpm,литров в минуту,литр в минута,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""л/мин"",""base_unit"":""lpm"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,lph,lph,l/h,l/h,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""л/ч"",""base_unit"":""lpm"",""factor_to_base"":0.016666666666666666,""requires_adjacent_number"":true}"
unit,lph,lph,lph,lph,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""л/ч"",""base_unit"":""lpm"",""factor_to_base"":0.016666666666666666,""requires_adjacent_number"":true}"
unit,lph,lph,л/ч,л/ч,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""л/ч"",""base_unit"":""lpm"",""factor_to_base"":0.016666666666666666,""requires_adjacent_number"":true}"
unit,lph,lph,литр в час,литр в час,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""л/ч"",""base_unit"":""lpm"",""factor_to_base"":0.016666666666666666,""requires_adjacent_number"":true}"
unit,lph,lph,литров в час,литр в час,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""л/ч"",""base_unit"":""lpm"",""factor_to_base"":0.016666666666666666,""requires_adjacent_number"":true}"
unit,m3h,m3h,m3/h,m3/h,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""м³/ч"",""base_unit"":""lpm"",""factor_to_base"":16.666666666666668,""requires_adjacent_number"":true}"
unit,m3h,m3h,m3h,m3h,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""м³/ч"",""base_unit"":""lpm"",""factor_to_base"":16.666666666666668,""requires_adjacent_number"":true}"
unit,m3h,m3h,m³/h,m3/h,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""м³/ч"",""base_unit"":""lpm"",""factor_to_base"":16.666666666666668,""requires_adjacent_number"":true}"
unit,m3h,m3h,м3/ч,м3/ч,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""м³/ч"",""base_unit"":""lpm"",""factor_to_base"":16.666666666666668,""requires_adjacent_number"":true}"
unit,m3h,m3h,м3/час,м3/час,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""м³/ч"",""base_unit"":""lpm"",""factor_to_base"":16.666666666666668,""requires_adjacent_number"":true}"
unit,m3h,m3h,м³/ч,м3/ч,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""м³/ч"",""base_unit"":""lpm"",""factor_to_base"":16.666666666666668,""requires_adjacent_number"":true}"
unit,kgday,kgday,kg/day,kg/day,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""production_rate"",""preferred"":""кг/сутки"",""base_unit"":""kgday"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,kgday,kgday,kgday,kgday,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""production_rate"",""preferred"":""кг/сутки"",""base_unit"":""kgday"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,kgday,kgday,кг в сутки,кг в сутки,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""production_rate"",""preferred"":""кг/сутки"",""base_unit"":""kgday"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,kgday,kgday,кг/сутки,кг/сутки,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""production_rate"",""preferred"":""кг/сутки"",""base_unit"":""kgday"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,tday,tday,t/day,t/day,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""production_rate"",""preferred"":""т/сутки"",""base_unit"":""kgday"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,tday,tday,tday,tday,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""production_rate"",""preferred"":""т/сутки"",""base_unit"":""kgday"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,tday,tday,т/д,т/д,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""production_rate"",""preferred"":""т/сутки"",""base_unit"":""kgday"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,tday,tday,т/сутки,т/сутки,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""production_rate"",""preferred"":""т/сутки"",""base_unit"":""kgday"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,gmin,gmin,g/min,g/min,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""mass_flow"",""preferred"":""г/мин"",""base_unit"":""kg_s"",""factor_to_base"":1.6666666666666667e-05,""requires_adjacent_number"":true}"
unit,gmin,gmin,gmin,gmin,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""mass_flow"",""preferred"":""г/мин"",""base_unit"":""kg_s"",""factor_to_base"":1.6666666666666667e-05,""requires_adjacent_number"":true}"
unit,gmin,gmin,г/мин,г/мин,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""mass_flow"",""preferred"":""г/мин"",""base_unit"":""kg_s"",""factor_to_base"":1.6666666666666667e-05,""requires_adjacent_number"":true}"
unit,kgmin,kgmin,kg/min,kg/min,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""mass_flow"",""preferred"":""кг/мин"",""base_unit"":""kg_s"",""factor_to_base"":0.016666666666666666,""requires_adjacent_number"":true}"
unit,kgmin,kgmin,kgmin,kgmin,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""mass_flow"",""preferred"":""кг/мин"",""base_unit"":""kg_s"",""factor_to_base"":0.016666666666666666,""requires_adjacent_number"":true}"
unit,kgmin,kgmin,кг/мин,кг/мин,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""mass_flow"",""preferred"":""кг/мин"",""base_unit"":""kg_s"",""factor_to_base"":0.016666666666666666,""requires_adjacent_number"":true}"
unit,gh,gh,g/h,g/h,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""mass_flow"",""preferred"":""г/ч"",""base_unit"":""kg_s"",""factor_to_base"":2.7777777777777776e-07,""requires_adjacent_number"":true}"
unit,gh,gh,gh,gh,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""mass_flow"",""preferred"":""г/ч"",""base_unit"":""kg_s"",""factor_to_base"":2.7777777777777776e-07,""requires_adjacent_number"":true}"
unit,gh,gh,г/ч,г/ч,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""mass_flow"",""preferred"":""г/ч"",""base_unit"":""kg_s"",""factor_to_base"":2.7777777777777776e-07,""requires_adjacent_number"":true}"
unit,cmps,cmps,cm/s,cm/s,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""speed"",""preferred"":""см/с"",""base_unit"":""mps"",""factor_to_base"":0.01,""requires_adjacent_number"":true}"
unit,cmps,cmps,cmps,cmps,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""speed"",""preferred"":""см/с"",""base_unit"":""mps"",""factor_to_base"":0.01,""requires_adjacent_number"":true}"
unit,cmps,cmps,см/с,см/с,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""speed"",""preferred"":""см/с"",""base_unit"":""mps"",""factor_to_base"":0.01,""requires_adjacent_number"":true}"
unit,cmps,cmps,см/сек,см/сек,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""speed"",""preferred"":""см/с"",""base_unit"":""mps"",""factor_to_base"":0.01,""requires_adjacent_number"":true}"
unit,mpm,mpm,m/min,m/min,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""speed"",""preferred"":""м/мин"",""base_unit"":""mps"",""factor_to_base"":0.016666666666666666,""requires_adjacent_number"":true}"
unit,mpm,mpm,mpm,mpm,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""speed"",""preferred"":""м/мин"",""base_unit"":""mps"",""factor_to_base"":0.016666666666666666,""requires_adjacent_number"":true}"
unit,mpm,mpm,м/мин,м/мин,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""speed"",""preferred"":""м/мин"",""base_unit"":""mps"",""factor_to_base"":0.016666666666666666,""requires_adjacent_number"":true}"
unit,lps,lps,l/s,l/s,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""л/с"",""base_unit"":""lpm"",""factor_to_base"":60.0,""requires_adjacent_number"":true}"
unit,lps,lps,lps,lps,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""л/с"",""base_unit"":""lpm"",""factor_to_base"":60.0,""requires_adjacent_number"":true}"
unit,lps,lps,л/с,л/с,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""л/с"",""base_unit"":""lpm"",""factor_to_base"":60.0,""requires_adjacent_number"":true}"
unit,lps,lps,л/сек,л/сек,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""л/с"",""base_unit"":""lpm"",""factor_to_base"":60.0,""requires_adjacent_number"":true}"
unit,mlday,mlday,ml/day,ml/day,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""мл/сутки"",""base_unit"":""lpm"",""factor_to_base"":6.944444444444445e-07,""requires_adjacent_number"":true}"
unit,mlday,mlday,mlday,mlday,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""мл/сутки"",""base_unit"":""lpm"",""factor_to_base"":6.944444444444445e-07,""requires_adjacent_number"":true}"
unit,mlday,mlday,мл/сутки,мл/сутки,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""flow"",""preferred"":""мл/сутки"",""base_unit"":""lpm"",""factor_to_base"":6.944444444444445e-07,""requires_adjacent_number"":true}"
unit,bit,bit,bit,bit,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""бит"",""base_unit"":""byte"",""factor_to_base"":0.125,""requires_adjacent_number"":true}"
unit,bit,bit,бит,бит,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""бит"",""base_unit"":""byte"",""factor_to_base"":0.125,""requires_adjacent_number"":true}"
unit,bit,bit,бита,бита,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""бит"",""base_unit"":""byte"",""factor_to_base"":0.125,""requires_adjacent_number"":true}"
unit,bit,bit,битов,битов,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""бит"",""base_unit"":""byte"",""factor_to_base"":0.125,""requires_adjacent_number"":true}"
unit,byte,byte,byte,byte,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""Б"",""base_unit"":""byte"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,byte,byte,Б,б,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""Б"",""base_unit"":""byte"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,byte,byte,байт,байт,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""Б"",""base_unit"":""byte"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,byte,byte,байта,байт,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""Б"",""base_unit"":""byte"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,byte,byte,байтов,байт,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""Б"",""base_unit"":""byte"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,kb,kb,kb,kb,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""КБ"",""base_unit"":""byte"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,kb,kb,КБ,кб,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""КБ"",""base_unit"":""byte"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,kb,kb,кб,кб,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""КБ"",""base_unit"":""byte"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,kb,kb,килобайт,килобайт,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""КБ"",""base_unit"":""byte"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,kb,kb,килобайта,килобайт,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""КБ"",""base_unit"":""byte"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,kb,kb,килобайтов,килобайт,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""КБ"",""base_unit"":""byte"",""factor_to_base"":1000.0,""requires_adjacent_number"":true}"
unit,mb,mb,mb,mb,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""МБ"",""base_unit"":""byte"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mb,mb,МБ,мб,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""МБ"",""base_unit"":""byte"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mb,mb,мб,мб,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""МБ"",""base_unit"":""byte"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mb,mb,мегабайт,мегабайт,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""МБ"",""base_unit"":""byte"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mb,mb,мегабайта,мегабайт,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""МБ"",""base_unit"":""byte"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mb,mb,мегабайтов,мегабайт,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""МБ"",""base_unit"":""byte"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,gb,gb,gb,gb,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""ГБ"",""base_unit"":""byte"",""factor_to_base"":1000000000.0,""requires_adjacent_number"":true}"
unit,gb,gb,ГБ,гб,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""ГБ"",""base_unit"":""byte"",""factor_to_base"":1000000000.0,""requires_adjacent_number"":true}"
unit,gb,gb,гб,гб,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""ГБ"",""base_unit"":""byte"",""factor_to_base"":1000000000.0,""requires_adjacent_number"":true}"
unit,gb,gb,гигабайт,гигабайт,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""ГБ"",""base_unit"":""byte"",""factor_to_base"":1000000000.0,""requires_adjacent_number"":true}"
unit,gb,gb,гигабайта,гигабайт,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""ГБ"",""base_unit"":""byte"",""factor_to_base"":1000000000.0,""requires_adjacent_number"":true}"
unit,gb,gb,гигабайтов,гигабайт,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""ГБ"",""base_unit"":""byte"",""factor_to_base"":1000000000.0,""requires_adjacent_number"":true}"
unit,tb,tb,tb,tb,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""ТБ"",""base_unit"":""byte"",""factor_to_base"":1000000000000.0,""requires_adjacent_number"":true}"
unit,tb,tb,ТБ,тб,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""ТБ"",""base_unit"":""byte"",""factor_to_base"":1000000000000.0,""requires_adjacent_number"":true}"
unit,tb,tb,тб,тб,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""ТБ"",""base_unit"":""byte"",""factor_to_base"":1000000000000.0,""requires_adjacent_number"":true}"
unit,tb,tb,терабайт,терабайт,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""ТБ"",""base_unit"":""byte"",""factor_to_base"":1000000000000.0,""requires_adjacent_number"":true}"
unit,tb,tb,терабайта,терабайт,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""ТБ"",""base_unit"":""byte"",""factor_to_base"":1000000000000.0,""requires_adjacent_number"":true}"
unit,tb,tb,терабайтов,терабайт,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_size"",""preferred"":""ТБ"",""base_unit"":""byte"",""factor_to_base"":1000000000000.0,""requires_adjacent_number"":true}"
unit,mbps,mbps,mb/s,mb/s,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_rate"",""preferred"":""Мбит/с"",""base_unit"":""bps"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mbps,mbps,mbps,mbps,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_rate"",""preferred"":""Мбит/с"",""base_unit"":""bps"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mbps,mbps,Мбит/с,мбит/с,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_rate"",""preferred"":""Мбит/с"",""base_unit"":""bps"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mbps,mbps,мб/сек,мб/сек,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_rate"",""preferred"":""Мбит/с"",""base_unit"":""bps"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mbps,mbps,мбит/с,мбит/с,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_rate"",""preferred"":""Мбит/с"",""base_unit"":""bps"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mbps,mbps,мбит/сек,мбит/сек,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_rate"",""preferred"":""Мбит/с"",""base_unit"":""bps"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,gbps,gbps,gbps,gbps,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_rate"",""preferred"":""Гбит/с"",""base_unit"":""bps"",""factor_to_base"":1000000000.0,""requires_adjacent_number"":true}"
unit,gbps,gbps,Гбит/с,гбит/с,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_rate"",""preferred"":""Гбит/с"",""base_unit"":""bps"",""factor_to_base"":1000000000.0,""requires_adjacent_number"":true}"
unit,gbps,gbps,гбит/с,гбит/с,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_rate"",""preferred"":""Гбит/с"",""base_unit"":""bps"",""factor_to_base"":1000000000.0,""requires_adjacent_number"":true}"
unit,gbps,gbps,гбит/сек,гбит/сек,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""data_rate"",""preferred"":""Гбит/с"",""base_unit"":""bps"",""factor_to_base"":1000000000.0,""requires_adjacent_number"":true}"
unit,pixel,pixel,pixel,pixel,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resolution"",""preferred"":""пикс."",""base_unit"":""pixel"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,pixel,pixel,px,px,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resolution"",""preferred"":""пикс."",""base_unit"":""pixel"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,pixel,pixel,пикс,пикс,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resolution"",""preferred"":""пикс."",""base_unit"":""pixel"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,pixel,pixel,пикс.,пикс.,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resolution"",""preferred"":""пикс."",""base_unit"":""pixel"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,pixel,pixel,пикселей,пиксель,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resolution"",""preferred"":""пикс."",""base_unit"":""pixel"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,pixel,pixel,пиксель,пиксель,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resolution"",""preferred"":""пикс."",""base_unit"":""pixel"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,mpixel,mpixel,mp,mp,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resolution"",""preferred"":""МПикс"",""base_unit"":""pixel"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mpixel,mpixel,mpix,mpix,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resolution"",""preferred"":""МПикс"",""base_unit"":""pixel"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mpixel,mpixel,mpixel,mpixel,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resolution"",""preferred"":""МПикс"",""base_unit"":""pixel"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mpixel,mpixel,МПикс,мпикс,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resolution"",""preferred"":""МПикс"",""base_unit"":""pixel"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mpixel,mpixel,мегапикселей,мегапиксель,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resolution"",""preferred"":""МПикс"",""base_unit"":""pixel"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mpixel,mpixel,мегапиксель,мегапиксель,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resolution"",""preferred"":""МПикс"",""base_unit"":""pixel"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mpixel,mpixel,мп,мп,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resolution"",""preferred"":""МПикс"",""base_unit"":""pixel"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,mpixel,mpixel,мпикс,мпикс,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""resolution"",""preferred"":""МПикс"",""base_unit"":""pixel"",""factor_to_base"":1000000.0,""requires_adjacent_number"":true}"
unit,ppi,ppi,ppi,ppi,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pixel_density"",""preferred"":""ppi"",""base_unit"":""ppi"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,ppi,ppi,пикс/дюйм,пикс/дюйм,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pixel_density"",""preferred"":""ppi"",""base_unit"":""ppi"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,dpi,dpi,dpi,dpi,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pixel_density"",""preferred"":""dpi"",""base_unit"":""dpi"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,dpi,dpi,точек на дюйм,точка на дюйм,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""pixel_density"",""preferred"":""dpi"",""base_unit"":""dpi"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,fps,fps,fps,fps,en,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""frame_rate"",""preferred"":""кадр/с"",""base_unit"":""fps"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,fps,fps,кадр/с,кадр/с,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""frame_rate"",""preferred"":""кадр/с"",""base_unit"":""fps"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
unit,fps,fps,кадр/сек,кадр/сек,ru,unit_alias,manual_bilingual+catalog,0,true,1,"{""dimension"":""frame_rate"",""preferred"":""кадр/с"",""base_unit"":""fps"",""factor_to_base"":1.0,""requires_adjacent_number"":true}"
